,contig,position,BE_166,DK_229,DK_267,BE_166_average,DK_229_average,DK_267_average
34684500,NC_063032.1,2673780,41,36,87,40.9,35.2,87.6
34684501,NC_063032.1,2673781,41,35,86,40.9,35.0,87.5
34684502,NC_063032.1,2673782,40,34,87,40.8,34.5,87.6
34684503,NC_063032.1,2673783,41,34,87,40.7,34.2,87.4
34684504,NC_063032.1,2673784,41,34,89,40.7,34.2,87.6
34684505,NC_063032.1,2673785,41,34,88,40.6,34.2,88.1
34684506,NC_063032.1,2673786,40,31,88,40.5,34.1,88.5
34684507,NC_063032.1,2673787,40,33,88,40.4,34.1,88.8
34684508,NC_063032.1,2673788,41,36,90,40.5,34.2,89.0
34684509,NC_063032.1,2673789,40,35,91,40.5,34.4,89.3
34684510,NC_063032.1,2673790,40,35,91,40.4,34.4,89.3
34684511,NC_063032.1,2673791,40,35,89,40.3,34.6,89.6
34684512,NC_063032.1,2673792,41,35,89,40.3,35.1,89.8
34684513,NC_063032.1,2673793,41,36,90,40.4,35.5,90.1
34684514,NC_063032.1,2673794,40,34,89,40.3,35.6,90.2
34684515,NC_063032.1,2673795,40,36,91,40.3,35.7,90.1
34684516,NC_063032.1,2673796,40,36,90,40.3,35.7,90.0
34684517,NC_063032.1,2673797,41,37,91,40.3,35.7,90.2
34684518,NC_063032.1,2673798,40,37,91,40.2,35.7,90.4
34684519,NC_063032.1,2673799,40,36,90,40.1,35.7,90.6
34684520,NC_063032.1,2673800,40,35,90,40.1,35.9,90.7
34684521,NC_063032.1,2673801,40,35,91,40.1,35.7,90.5
34684522,NC_063032.1,2673802,40,35,91,40.1,35.6,90.5
34684523,NC_063032.1,2673803,40,36,92,40.0,35.4,90.4
34684524,NC_063032.1,2673804,40,36,90,40.0,35.2,90.4
34684525,NC_063032.1,2673805,40,34,89,40.0,35.1,90.5
34684526,NC_063032.1,2673806,40,35,90,40.0,35.0,90.3
34684527,NC_063032.1,2673807,40,35,90,40.0,34.6,89.8
34684528,NC_063032.1,2673808,40,35,91,40.0,34.6,89.7
34684529,NC_063032.1,2673809,40,35,91,39.9,34.5,89.3
34684530,NC_063032.1,2673810,40,34,88,38.5,33.5,86.6
34684531,NC_063032.1,2673811,40,31,86,38.3,33.6,86.6
34684532,NC_063032.1,2673812,40,35,90,38.3,33.6,86.9
34684533,NC_063032.1,2673813,39,35,88,38.3,33.6,87.2
34684534,NC_063032.1,2673814,26,26,63,38.3,33.6,87.3
34684535,NC_063032.1,2673815,38,35,89,38.2,33.6,87.3
34684536,NC_063032.1,2673816,40,35,93,38.1,33.7,87.4
34684537,NC_063032.1,2673817,40,35,93,38.0,34.0,87.7
34684538,NC_063032.1,2673818,40,35,92,37.9,33.9,87.6
34684539,NC_063032.1,2673819,39,35,91,37.8,33.8,87.9
34684540,NC_063032.1,2673820,39,35,89,39.1,34.6,90.8
34684541,NC_063032.1,2673821,39,34,89,39.2,34.5,91.1
34684542,NC_063032.1,2673822,39,34,89,39.1,34.4,90.9
34684543,NC_063032.1,2673823,38,34,91,39.0,34.3,90.8
34684544,NC_063032.1,2673824,39,34,92,38.9,34.2,90.6
34684545,NC_063032.1,2673825,39,34,92,38.9,34.1,90.6
34684546,NC_063032.1,2673826,39,34,91,38.9,34.0,90.9
34684547,NC_063032.1,2673827,39,34,92,38.5,33.8,90.7
34684548,NC_063032.1,2673828,39,34,90,38.5,33.8,90.9
34684549,NC_063032.1,2673829,39,34,91,38.6,33.8,91.0
34684550,NC_063032.1,2673830,39,34,92,38.6,33.8,91.0
34684551,NC_063032.1,2673831,35,32,87,38.6,33.8,91.0
34684552,NC_063032.1,2673832,39,34,91,38.6,33.8,91.1
34684553,NC_063032.1,2673833,39,34,92,38.4,33.8,90.9
34684554,NC_063032.1,2673834,39,34,92,38.4,33.8,91.1
34684555,NC_063032.1,2673835,39,34,92,38.4,33.8,91.2
34684556,NC_063032.1,2673836,39,34,92,38.3,33.9,90.9
34684557,NC_063032.1,2673837,37,34,90,38.7,34.3,91.2
34684558,NC_063032.1,2673838,39,34,92,38.8,34.5,91.2
34684559,NC_063032.1,2673839,39,34,92,38.8,34.6,91.2
34684560,NC_063032.1,2673840,38,35,89,38.9,34.7,91.1
34684561,NC_063032.1,2673841,39,36,90,38.7,34.7,91.0
34684562,NC_063032.1,2673842,40,36,91,38.8,34.8,91.0
34684563,NC_063032.1,2673843,39,35,92,39.1,34.9,91.2
34684564,NC_063032.1,2673844,40,35,91,39.2,35.0,91.2
34684565,NC_063032.1,2673845,37,34,91,39.2,35.1,91.2
34684566,NC_063032.1,2673846,40,35,92,39.5,35.1,91.3
34684567,NC_063032.1,2673847,40,35,92,39.7,35.0,91.4
34684568,NC_063032.1,2673848,40,35,92,39.8,34.9,91.3
34684569,NC_063032.1,2673849,39,35,92,39.9,34.9,90.6
34684570,NC_063032.1,2673850,41,35,90,40.0,34.9,90.3
34684571,NC_063032.1,2673851,41,35,91,40.5,35.0,90.0
34684572,NC_063032.1,2673852,41,35,90,40.7,35.0,89.6
34684573,NC_063032.1,2673853,40,35,85,40.6,34.9,87.8
34684574,NC_063032.1,2673854,41,35,88,40.8,34.9,87.3
34684575,NC_063032.1,2673855,42,35,88,41.1,34.9,86.7
34684576,NC_063032.1,2673856,42,35,88,41.2,34.9,86.2
34684577,NC_063032.1,2673857,39,34,74,41.3,34.9,85.6
34684578,NC_063032.1,2673858,42,35,87,40.5,34.6,84.0
34684579,NC_063032.1,2673859,42,35,86,40.7,34.6,84.1
34684580,NC_063032.1,2673860,42,35,85,40.8,34.6,83.8
34684581,NC_063032.1,2673861,42,35,85,40.8,34.6,83.6
34684582,NC_063032.1,2673862,33,32,74,40.9,34.7,83.4
34684583,NC_063032.1,2673863,42,35,86,41.5,34.9,84.5
34684584,NC_063032.1,2673864,42,35,85,41.8,34.9,84.3
34684585,NC_063032.1,2673865,42,35,86,42.1,34.7,83.9
34684586,NC_063032.1,2673866,43,36,86,42.4,34.5,83.9
34684587,NC_063032.1,2673867,45,36,85,42.7,34.3,84.1
34684588,NC_063032.1,2673868,45,35,85,43.9,34.4,85.3
34684589,NC_063032.1,2673869,45,33,82,44.2,34.2,85.3
34684590,NC_063032.1,2673870,45,33,85,44.5,33.9,85.5
34684591,NC_063032.1,2673871,45,33,87,44.7,33.6,85.2
34684592,NC_063032.1,2673872,45,33,86,44.8,33.2,84.9
34684593,NC_063032.1,2673873,45,33,86,44.7,32.9,85.0
34684594,NC_063032.1,2673874,45,32,87,44.6,32.8,85.0
34684595,NC_063032.1,2673875,44,32,83,44.3,33.0,84.4
34684596,NC_063032.1,2673876,44,32,83,44.3,33.2,84.6
34684597,NC_063032.1,2673877,44,33,86,44.3,33.4,84.6
34684598,NC_063032.1,2673878,44,34,85,44.2,33.6,84.6
34684599,NC_063032.1,2673879,42,35,76,44.1,33.7,84.5
34684600,NC_063032.1,2673880,45,35,87,44.1,33.9,84.3
34684601,NC_063032.1,2673881,45,35,87,44.2,34.0,84.6
34684602,NC_063032.1,2673882,44,35,86,43.8,33.9,84.1
34684603,NC_063032.1,2673883,44,34,85,43.9,33.9,83.7
34684604,NC_063032.1,2673884,45,34,85,44.0,33.9,83.5
34684605,NC_063032.1,2673885,45,33,86,44.2,33.8,84.1
34684606,NC_063032.1,2673886,40,31,78,44.2,33.6,83.5
34684607,NC_063032.1,2673887,45,33,82,43.7,33.1,82.2
34684608,NC_063032.1,2673888,45,34,83,43.8,32.9,82.0
34684609,NC_063032.1,2673889,44,34,82,43.9,32.8,81.8
34684610,NC_063032.1,2673890,45,33,81,43.8,32.7,81.4
34684611,NC_063032.1,2673891,40,30,74,43.7,32.7,81.2
34684612,NC_063032.1,2673892,45,33,84,44.2,32.9,81.8
34684613,NC_063032.1,2673893,45,33,83,44.2,32.9,81.9
34684614,NC_063032.1,2673894,44,33,81,44.2,32.8,81.6
34684615,NC_063032.1,2673895,44,33,84,44.1,32.6,81.4
34684616,NC_063032.1,2673896,45,33,84,44.1,32.6,81.6
34684617,NC_063032.1,2673897,45,33,83,44.6,32.7,82.4
34684618,NC_063032.1,2673898,45,33,80,44.6,32.6,82.2
34684619,NC_063032.1,2673899,43,32,80,44.6,32.4,82.0
34684620,NC_063032.1,2673900,45,33,83,44.7,32.2,82.1
34684621,NC_063032.1,2673901,45,31,82,44.7,32.0,81.9
34684622,NC_063032.1,2673902,45,32,82,44.6,31.7,81.6
34684623,NC_063032.1,2673903,45,31,81,42.8,31.0,78.3
34684624,NC_063032.1,2673904,45,31,82,42.0,30.7,76.9
34684625,NC_063032.1,2673905,44,31,82,42.1,30.6,76.2
34684626,NC_063032.1,2673906,44,30,81,42.1,30.3,75.7
34684627,NC_063032.1,2673907,27,26,50,42.0,30.2,75.5
34684628,NC_063032.1,2673908,37,30,66,41.9,30.0,75.3
34684629,NC_063032.1,2673909,44,31,73,41.6,29.9,74.8
34684630,NC_063032.1,2673910,45,30,78,41.3,29.6,73.8
34684631,NC_063032.1,2673911,44,30,80,41.4,29.7,73.7
34684632,NC_063032.1,2673912,44,30,80,41.5,29.9,73.8
34684633,NC_063032.1,2673913,42,30,76,43.3,30.6,77.0
34684634,NC_063032.1,2673914,42,28,72,44.1,30.8,78.6
34684635,NC_063032.1,2673915,45,32,81,44.2,31.0,79.4
34684636,NC_063032.1,2673916,45,32,82,44.2,31.2,79.5
34684637,NC_063032.1,2673917,45,33,82,44.2,31.3,79.2
34684638,NC_063032.1,2673918,45,32,82,44.2,31.5,79.2
34684639,NC_063032.1,2673919,45,33,81,44.2,31.6,79.3
34684640,NC_063032.1,2673920,45,32,79,44.3,31.9,80.2
34684641,NC_063032.1,2673921,44,31,77,43.8,31.9,79.6
34684642,NC_063032.1,2673922,44,32,80,43.6,31.9,79.4
34684643,NC_063032.1,2673923,42,31,77,43.2,31.8,79.1
34684644,NC_063032.1,2673924,43,31,81,42.7,31.8,78.7
34684645,NC_063032.1,2673925,40,32,75,42.4,31.7,78.7
34684646,NC_063032.1,2673926,43,32,80,42.2,31.7,78.9
34684647,NC_063032.1,2673927,41,32,79,41.8,31.8,78.3
34684648,NC_063032.1,2673928,40,32,78,41.8,31.8,78.6
34684649,NC_063032.1,2673929,42,32,81,42.0,31.9,79.2
34684650,NC_063032.1,2673930,43,32,81,42.2,31.9,79.4
34684651,NC_063032.1,2673931,40,32,71,42.5,31.6,79.6
34684652,NC_063032.1,2673932,44,32,83,42.8,31.4,80.0
34684653,NC_063032.1,2673933,44,32,83,43.3,31.2,80.5
34684654,NC_063032.1,2673934,45,31,83,43.9,31.0,81.1
34684655,NC_063032.1,2673935,43,29,77,44.3,30.8,81.4
34684656,NC_063032.1,2673936,46,30,84,44.2,30.5,81.4
34684657,NC_063032.1,2673937,46,30,84,44.9,30.3,82.6
34684658,NC_063032.1,2673938,46,30,84,45.2,30.1,82.4
34684659,NC_063032.1,2673939,46,30,84,45.5,29.9,82.3
34684660,NC_063032.1,2673940,42,29,81,45.6,29.6,81.6
34684661,NC_063032.1,2673941,47,30,83,45.9,29.6,82.1
34684662,NC_063032.1,2673942,47,30,81,45.9,29.5,81.5
34684663,NC_063032.1,2673943,47,30,82,46.0,29.6,81.0
34684664,NC_063032.1,2673944,46,28,76,46.1,29.6,80.6
34684665,NC_063032.1,2673945,46,29,82,46.2,29.6,80.5
34684666,NC_063032.1,2673946,46,29,78,46.7,29.7,80.7
34684667,NC_063032.1,2673947,47,31,79,46.7,29.7,80.7
34684668,NC_063032.1,2673948,47,30,80,46.7,29.7,80.9
34684669,NC_063032.1,2673949,47,30,83,46.7,29.6,80.5
34684670,NC_063032.1,2673950,47,30,83,46.7,29.7,80.4
34684671,NC_063032.1,2673951,47,30,83,46.7,29.7,79.7
34684672,NC_063032.1,2673952,47,30,83,46.7,29.7,79.9
34684673,NC_063032.1,2673953,47,29,78,46.6,29.5,80.1
34684674,NC_063032.1,2673954,46,29,75,46.5,29.6,80.1
34684675,NC_063032.1,2673955,46,29,75,46.4,29.7,79.9
34684676,NC_063032.1,2673956,46,29,80,46.4,29.8,79.7
34684677,NC_063032.1,2673957,46,29,81,46.4,29.9,79.6
34684678,NC_063032.1,2673958,46,31,80,45.8,29.4,78.1
34684679,NC_063032.1,2673959,46,31,81,45.5,29.5,78.4
34684680,NC_063032.1,2673960,47,31,81,45.3,29.6,79.0
34684681,NC_063032.1,2673961,47,31,82,45.0,29.6,79.7
34684682,NC_063032.1,2673962,41,25,68,44.8,29.7,79.8
34684683,NC_063032.1,2673963,44,30,81,44.3,29.7,79.5
34684684,NC_063032.1,2673964,44,30,81,44.0,29.5,79.2
34684685,NC_063032.1,2673965,43,29,82,43.5,29.4,78.9
34684686,NC_063032.1,2673966,44,30,81,42.9,29.4,78.6
34684687,NC_063032.1,2673967,41,29,78,41.9,29.3,77.8
34684688,NC_063032.1,2673968,43,29,77,42.0,29.9,79.0
34684689,NC_063032.1,2673969,41,30,78,41.6,29.9,78.7
34684690,NC_063032.1,2673970,41,31,78,41.2,30.0,78.4
34684691,NC_063032.1,2673971,37,30,74,41.1,30.2,78.1
34684692,NC_063032.1,2673972,42,31,80,40.7,30.3,77.9
34684693,NC_063032.1,2673973,40,30,78,40.8,30.3,77.8
34684694,NC_063032.1,2673974,40,31,78,40.6,30.3,77.6
34684695,NC_063032.1,2673975,42,31,79,40.8,30.2,77.2
34684696,NC_063032.1,2673976,40,31,79,41.0,29.9,76.6
34684697,NC_063032.1,2673977,42,29,77,41.5,29.9,76.5
34684698,NC_063032.1,2673978,41,29,75,41.2,29.6,76.0
34684699,NC_063032.1,2673979,43,29,74,41.4,29.5,76.1
34684700,NC_063032.1,2673980,43,28,72,41.8,29.4,76.2
34684701,NC_063032.1,2673981,42,30,73,42.0,29.3,76.3
34684702,NC_063032.1,2673982,39,28,75,42.4,29.2,76.4
34684703,NC_063032.1,2673983,42,29,79,42.6,29.3,76.7
34684704,NC_063032.1,2673984,44,30,79,42.9,29.4,77.2
34684705,NC_063032.1,2673985,44,30,80,43.0,29.4,77.9
34684706,NC_063032.1,2673986,44,30,80,43.2,29.6,78.8
34684707,NC_063032.1,2673987,44,30,80,43.4,29.7,79.6
34684708,NC_063032.1,2673988,44,30,80,43.8,30.1,80.1
34684709,NC_063032.1,2673989,44,29,81,43.9,30.4,80.0
34684710,NC_063032.1,2673990,45,30,81,43.8,30.6,80.0
34684711,NC_063032.1,2673991,44,31,81,43.7,30.7,79.9
34684712,NC_063032.1,2673992,43,32,80,43.6,30.9,79.7
34684713,NC_063032.1,2673993,43,32,78,43.5,31.0,79.2
34684714,NC_063032.1,2673994,43,32,79,43.4,31.3,79.0
34684715,NC_063032.1,2673995,43,31,79,43.3,31.7,78.7
34684716,NC_063032.1,2673996,43,32,78,43.1,32.1,78.5
34684717,NC_063032.1,2673997,43,31,75,43.0,32.4,78.1
34684718,NC_063032.1,2673998,43,33,78,43.0,32.6,77.9
34684719,NC_063032.1,2673999,43,33,78,43.0,32.8,78.0
34684720,NC_063032.1,2674000,43,34,79,43.0,33.0,77.9
34684721,NC_063032.1,2674001,43,34,77,43.0,33.2,77.9
34684722,NC_063032.1,2674002,43,34,78,43.0,33.4,78.1
34684723,NC_063032.1,2674003,43,34,79,43.0,33.7,78.6
34684724,NC_063032.1,2674004,43,34,78,43.0,33.7,78.2
34684725,NC_063032.1,2674005,43,33,79,43.0,33.8,78.5
34684726,NC_063032.1,2674006,43,34,80,42.9,33.8,78.7
34684727,NC_063032.1,2674007,43,34,80,42.9,33.8,79.2
34684728,NC_063032.1,2674008,43,33,74,42.9,33.8,79.5
34684729,NC_063032.1,2674009,43,34,81,42.8,33.7,79.7
34684730,NC_063032.1,2674010,42,34,81,42.7,33.7,80.0
34684731,NC_063032.1,2674011,43,34,82,42.6,33.8,80.0
34684732,NC_063032.1,2674012,43,34,81,42.5,33.8,80.1
34684733,NC_063032.1,2674013,42,33,81,42.3,33.7,80.0
34684734,NC_063032.1,2674014,42,34,81,42.2,33.8,80.7
34684735,NC_063032.1,2674015,42,34,79,42.1,33.8,80.5
34684736,NC_063032.1,2674016,42,34,81,42.2,33.8,80.4
34684737,NC_063032.1,2674017,41,33,79,42.2,33.8,80.0
34684738,NC_063032.1,2674018,42,34,81,42.2,33.8,79.7
34684739,NC_063032.1,2674019,42,34,79,42.3,33.9,79.7
34684740,NC_063032.1,2674020,43,34,80,42.4,33.9,79.7
34684741,NC_063032.1,2674021,43,34,78,42.5,33.8,79.8
34684742,NC_063032.1,2674022,43,34,78,42.6,33.7,79.7
34684743,NC_063032.1,2674023,43,34,81,42.7,33.7,79.8
34684744,NC_063032.1,2674024,43,34,81,42.7,33.6,79.7
34684745,NC_063032.1,2674025,43,33,80,42.5,33.5,79.9
34684746,NC_063032.1,2674026,43,33,80,42.4,33.4,80.1
34684747,NC_063032.1,2674027,42,33,80,42.2,33.4,80.4
34684748,NC_063032.1,2674028,42,33,80,42.2,33.4,80.7
34684749,NC_063032.1,2674029,40,33,81,42.1,33.5,80.6
34684750,NC_063032.1,2674030,42,33,82,42.1,33.7,80.6
34684751,NC_063032.1,2674031,41,34,81,42.0,34.0,80.7
34684752,NC_063032.1,2674032,43,34,81,42.0,34.3,80.8
34684753,NC_063032.1,2674033,42,35,80,42.1,34.5,81.1
34684754,NC_063032.1,2674034,43,36,81,42.2,34.7,81.4
34684755,NC_063032.1,2674035,42,36,81,42.4,34.9,81.5
34684756,NC_063032.1,2674036,43,36,81,42.5,35.1,81.6
34684757,NC_063032.1,2674037,43,35,83,42.6,35.0,81.8
34684758,NC_063032.1,2674038,43,35,83,42.6,34.6,81.9
34684759,NC_063032.1,2674039,42,35,82,42.6,34.3,82.0
34684760,NC_063032.1,2674040,43,35,83,42.5,33.8,82.2
34684761,NC_063032.1,2674041,42,33,83,42.6,33.3,82.2
34684762,NC_063032.1,2674042,43,30,82,42.6,32.8,82.2
34684763,NC_063032.1,2674043,42,32,81,42.6,32.4,82.1
34684764,NC_063032.1,2674044,42,31,83,42.5,31.9,82.0
34684765,NC_063032.1,2674045,43,31,81,42.5,31.4,82.0
34684766,NC_063032.1,2674046,43,31,81,42.3,30.9,81.9
34684767,NC_063032.1,2674047,43,31,82,42.3,30.6,81.9
34684768,NC_063032.1,2674048,42,30,82,42.0,30.6,82.0
34684769,NC_063032.1,2674049,42,30,82,41.8,30.5,82.3
34684770,NC_063032.1,2674050,41,30,82,41.9,30.5,82.6
34684771,NC_063032.1,2674051,42,30,83,41.9,30.5,83.1
34684772,NC_063032.1,2674052,40,30,83,41.9,30.4,83.7
34684773,NC_063032.1,2674053,40,31,84,41.9,30.3,84.2
34684774,NC_063032.1,2674054,43,31,86,42.1,30.4,84.6
34684775,NC_063032.1,2674055,43,31,86,42.3,30.4,85.0
34684776,NC_063032.1,2674056,43,30,87,42.6,30.4,85.3
34684777,NC_063032.1,2674057,43,30,87,42.8,30.4,85.5
34684778,NC_063032.1,2674058,44,31,86,43.2,30.4,85.7
34684779,NC_063032.1,2674059,44,30,86,43.6,30.3,85.9
34684780,NC_063032.1,2674060,44,30,85,43.7,30.1,85.8
34684781,NC_063032.1,2674061,44,30,85,43.9,30.0,85.8
34684782,NC_063032.1,2674062,44,30,85,44.1,30.0,85.6
34684783,NC_063032.1,2674063,44,30,86,44.2,30.0,85.4
34684784,NC_063032.1,2674064,44,29,85,44.3,29.9,85.4
34684785,NC_063032.1,2674065,45,30,86,44.4,29.9,85.4
34684786,NC_063032.1,2674066,45,30,85,44.5,29.9,85.5
34684787,NC_063032.1,2674067,44,30,85,44.7,29.9,85.6
34684788,NC_063032.1,2674068,45,30,86,44.9,29.9,85.7
34684789,NC_063032.1,2674069,45,30,86,45.1,29.9,85.7
34684790,NC_063032.1,2674070,45,30,86,45.2,30.0,85.6
34684791,NC_063032.1,2674071,46,30,86,45.2,30.0,85.5
34684792,NC_063032.1,2674072,46,30,86,45.2,30.0,85.6
34684793,NC_063032.1,2674073,46,30,86,44.9,29.9,85.2
34684794,NC_063032.1,2674074,45,30,84,44.7,29.8,84.9
34684795,NC_063032.1,2674075,45,30,85,44.6,29.8,85.0
34684796,NC_063032.1,2674076,45,30,86,44.6,29.7,84.9
34684797,NC_063032.1,2674077,41,29,81,44.0,29.7,84.2
34684798,NC_063032.1,2674078,43,29,83,44.0,29.9,84.5
34684799,NC_063032.1,2674079,44,30,87,44.0,30.1,84.8
34684800,NC_063032.1,2674080,45,29,85,44.1,30.3,85.3
34684801,NC_063032.1,2674081,40,30,79,44.3,30.5,85.6
34684802,NC_063032.1,2674082,46,32,89,44.5,30.6,85.6
34684803,NC_063032.1,2674083,46,32,89,45.1,30.8,86.2
34684804,NC_063032.1,2674084,46,32,89,45.5,31.0,86.7
34684805,NC_063032.1,2674085,47,32,88,45.8,31.0,86.8
34684806,NC_063032.1,2674086,47,31,86,45.7,31.2,86.5
34684807,NC_063032.1,2674087,47,31,87,46.1,31.3,86.9
34684808,NC_063032.1,2674088,47,31,88,46.2,31.3,86.7
34684809,NC_063032.1,2674089,47,30,88,45.9,31.3,85.7
34684810,NC_063032.1,2674090,44,31,82,46.0,31.3,85.3
34684811,NC_063032.1,2674091,44,31,83,46.0,31.3,85.0
34684812,NC_063032.1,2674092,47,32,87,46.0,31.4,85.0
34684813,NC_063032.1,2674093,43,32,79,46.0,31.5,84.9
34684814,NC_063032.1,2674094,47,32,85,46.0,31.5,84.8
34684815,NC_063032.1,2674095,47,32,85,46.1,31.6,84.8
34684816,NC_063032.1,2674096,47,32,86,46.5,31.6,85.2
34684817,NC_063032.1,2674097,47,32,86,46.9,31.6,85.7
34684818,NC_063032.1,2674098,47,31,87,47.1,31.5,85.8
34684819,NC_063032.1,2674099,48,31,88,47.6,31.4,86.6
34684820,NC_063032.1,2674100,48,31,86,47.7,31.4,86.7
34684821,NC_063032.1,2674101,48,31,88,47.8,31.4,86.5
34684822,NC_063032.1,2674102,49,31,88,47.9,31.4,86.2
34684823,NC_063032.1,2674103,48,31,87,48.0,31.4,86.0
34684824,NC_063032.1,2674104,48,32,86,48.2,31.4,85.7
34684825,NC_063032.1,2674105,48,32,83,48.3,31.4,85.6
34684826,NC_063032.1,2674106,48,32,83,48.5,31.4,85.6
34684827,NC_063032.1,2674107,48,32,84,48.6,31.4,85.4
34684828,NC_063032.1,2674108,49,31,84,48.5,31.2,84.8
34684829,NC_063032.1,2674109,49,31,87,48.4,31.0,84.2
34684830,NC_063032.1,2674110,50,31,86,48.4,30.9,84.3
34684831,NC_063032.1,2674111,49,31,86,48.1,30.7,84.5
34684832,NC_063032.1,2674112,48,29,82,47.8,30.5,84.7
34684833,NC_063032.1,2674113,47,29,81,47.8,30.5,85.2
34684834,NC_063032.1,2674114,48,31,87,47.6,30.6,85.6
34684835,NC_063032.1,2674115,45,30,85,47.4,30.7,85.6
34684836,NC_063032.1,2674116,45,30,85,47.1,30.7,85.9
34684837,NC_063032.1,2674117,48,32,89,46.9,30.8,86.2
34684838,NC_063032.1,2674118,47,32,88,46.9,31.1,86.8
34684839,NC_063032.1,2674119,47,32,87,47.0,31.4,87.4
34684840,NC_063032.1,2674120,47,31,89,47.0,31.5,87.4
34684841,NC_063032.1,2674121,47,32,89,47.3,31.7,87.6
34684842,NC_063032.1,2674122,48,32,88,47.6,31.9,87.6
34684843,NC_063032.1,2674123,48,32,87,47.4,31.9,87.2
34684844,NC_063032.1,2674124,48,32,87,46.8,31.7,86.0
34684845,NC_063032.1,2674125,48,32,87,46.7,31.7,85.9
34684846,NC_063032.1,2674126,48,32,85,46.7,31.8,85.8
34684847,NC_063032.1,2674127,46,32,85,46.7,31.8,85.9
34684848,NC_063032.1,2674128,41,30,76,46.6,32.0,86.0
34684849,NC_063032.1,2674129,46,32,86,46.5,32.1,86.3
34684850,NC_063032.1,2674130,47,32,88,46.4,32.2,86.6
34684851,NC_063032.1,2674131,47,32,90,46.1,32.2,86.6
34684852,NC_063032.1,2674132,47,34,89,45.9,32.2,87.0
34684853,NC_063032.1,2674133,47,33,90,46.0,32.2,87.5
34684854,NC_063032.1,2674134,47,33,90,46.7,32.4,88.7
34684855,NC_063032.1,2674135,45,32,87,46.8,32.4,88.6
34684856,NC_063032.1,2674136,46,32,89,46.8,32.4,88.7
34684857,NC_063032.1,2674137,47,32,90,46.9,32.4,88.6
34684858,NC_063032.1,2674138,48,32,88,47.0,32.2,88.6
34684859,NC_063032.1,2674139,47,32,85,47.1,32.1,88.5
34684860,NC_063032.1,2674140,47,32,89,47.2,31.9,88.5
34684861,NC_063032.1,2674141,48,32,89,47.5,31.8,88.7
34684862,NC_063032.1,2674142,48,32,89,47.7,31.7,88.6
34684863,NC_063032.1,2674143,48,32,89,47.8,31.6,88.5
34684864,NC_063032.1,2674144,48,31,90,47.8,31.5,88.6
34684865,NC_063032.1,2674145,48,31,89,47.9,31.4,89.0
34684866,NC_063032.1,2674146,48,31,88,48.0,31.3,88.8
34684867,NC_063032.1,2674147,48,31,89,47.9,31.2,88.6
34684868,NC_063032.1,2674148,48,31,89,47.9,31.1,88.5
34684869,NC_063032.1,2674149,48,31,89,47.8,31.0,88.4
34684870,NC_063032.1,2674150,48,31,87,47.8,31.0,88.3
34684871,NC_063032.1,2674151,47,31,87,47.7,30.9,88.2
34684872,NC_063032.1,2674152,48,31,88,46.8,30.5,87.0
34684873,NC_063032.1,2674153,47,31,88,46.7,30.4,86.9
34684874,NC_063032.1,2674154,48,31,89,46.5,30.2,86.8
34684875,NC_063032.1,2674155,47,30,88,46.3,30.0,86.8
34684876,NC_063032.1,2674156,39,27,76,44.7,29.4,84.4
34684877,NC_063032.1,2674157,47,30,88,44.2,29.1,83.9
34684878,NC_063032.1,2674158,46,29,88,44.1,28.8,84.3
34684879,NC_063032.1,2674159,46,29,89,44.1,28.6,84.7
34684880,NC_063032.1,2674160,32,25,63,44.0,28.4,85.0
34684881,NC_063032.1,2674161,42,28,82,44.0,28.2,85.5
34684882,NC_063032.1,2674162,47,28,92,44.8,28.2,87.2
34684883,NC_063032.1,2674163,47,29,92,44.8,28.0,87.7
34684884,NC_063032.1,2674164,47,29,92,45.0,28.0,87.8
34684885,NC_063032.1,2674165,47,28,93,45.0,27.9,87.9
34684886,NC_063032.1,2674166,47,27,93,46.4,28.2,90.4
34684887,NC_063032.1,2674167,47,28,93,47.0,28.4,91.3
34684888,NC_063032.1,2674168,48,29,89,47.0,28.6,91.2
34684889,NC_063032.1,2674169,46,28,90,47.1,28.6,91.3
34684890,NC_063032.1,2674170,46,28,88,47.2,28.6,91.3
34684891,NC_063032.1,2674171,48,30,91,47.3,28.7,91.4
34684892,NC_063032.1,2674172,47,30,91,47.2,28.9,91.4
34684893,NC_063032.1,2674173,48,29,93,47.2,29.0,91.4
34684894,NC_063032.1,2674174,48,29,92,47.2,29.0,91.8
34684895,NC_063032.1,2674175,48,29,94,47.4,29.1,92.0
34684896,NC_063032.1,2674176,46,29,93,47.5,29.2,92.7
34684897,NC_063032.1,2674177,47,29,93,47.3,29.1,92.9
34684898,NC_063032.1,2674178,48,29,93,47.3,29.0,93.2
34684899,NC_063032.1,2674179,48,29,92,47.3,29.0,93.4
34684900,NC_063032.1,2674180,47,29,95,47.3,28.9,93.9
34684901,NC_063032.1,2674181,46,29,93,47.2,28.7,94.1
34684902,NC_063032.1,2674182,47,29,94,46.6,28.3,93.9
34684903,NC_063032.1,2674183,48,29,95,46.6,28.2,94.0
34684904,NC_063032.1,2674184,48,28,97,46.5,28.0,94.1
34684905,NC_063032.1,2674185,47,27,96,46.4,27.8,94.3
34684906,NC_063032.1,2674186,40,25,91,46.4,27.6,94.1
34684907,NC_063032.1,2674187,47,28,94,46.4,27.4,94.3
34684908,NC_063032.1,2674188,47,27,94,46.4,27.2,94.3
34684909,NC_063032.1,2674189,47,27,94,46.4,27.0,94.2
