secondary_study_accession	Sample IDs	run_accession	Date Isolated	scientific_name	experiment_title	study_title	Host Species	Host Variety	Tissue	Age	Stress-disease	Manuscript	High level variety	High level tissue	High level age	High level stress-disease	location	country	Infection Percentage	Fungicide Treatment	left	right	Collector
Adams et al., in press	16.0766	16_0766	2016/11/16	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Milk	Yellow Rust	Unpublished	Unknown	Infected Leaf	Milk	Yellow Rust	Trenque Lauquen	Argentina	60	Unknown	raw_reads/16_0766/R1.fq.gz	raw_reads/16_0766/R2.fq.gz	Pablo Eduardo Campos
Adams et al., in press	14.0053	14_0053	2014/07/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Grain Filling	Yellow Rust	Unpublished	Unknown	Infected Leaf	Grain Filling	Yellow Rust	Silstedt	Germany	Unknown	Unknown	raw_reads/14_0053/R1.fq.gz	raw_reads/14_0053/R2.fq.gz	Ruth Bryant
Adams et al., in press	14.0054	14_0054	2014/06/26	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Robigus	Infected Leaf	Grain Filling	Yellow Rust	Unpublished	Robigus	Infected Leaf	Grain Filling	Yellow Rust	Louville	France	Unknown	Unknown	raw_reads/14_0054/R1.fq.gz	raw_reads/14_0054/R2.fq.gz	Ruth Bryant
Adams et al., in press	14.0058	14_0058	2014/06/26	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Warrior	Infected Leaf	Grain Filling	Yellow Rust	Unpublished	Warrior	Infected Leaf	Grain Filling	Yellow Rust	Louville	France	Unknown	Unknown	raw_reads/14_0058/R1.fq.gz	raw_reads/14_0058/R2.fq.gz	Ruth Bryant
Adams et al., in press	15.0088	15_0088	2015/05/18	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Sterling	Infected Leaf	Flag Leaf	Yellow Rust	Unpublished	KWS Sterling	Infected Leaf	Flag Leaf	Yellow Rust	Louville	France	60	None	raw_reads/15_0088/R1.fq.gz	raw_reads/15_0088/R2.fq.gz	Ruth Bryant
Adams et al., in press	15.0089	15_0089	2015/05/18	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Amplify	Infected Leaf	Flag Leaf	Yellow Rust	Unpublished	Amplify	Infected Leaf	Flag Leaf	Yellow Rust	Louville	France	7	None	raw_reads/15_0089/R1.fq.gz	raw_reads/15_0089/R2.fq.gz	Ruth Bryant
Adams et al., in press	15.0090	15_0090	2015/05/18	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Ionesco	Infected Leaf	Flag Leaf	Yellow Rust	Unpublished	Ionesco	Infected Leaf	Flag Leaf	Yellow Rust	Louville	France	40	None	raw_reads/15_0090/R1.fq.gz	raw_reads/15_0090/R2.fq.gz	Ruth Bryant
Adams et al., in press	15.0091	15_0091	2015/05/18	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Solstice	Infected Leaf	Flag Leaf	Yellow Rust	Unpublished	Solstice	Infected Leaf	Flag Leaf	Yellow Rust	Louville	France	70	None	raw_reads/15_0091/R1.fq.gz	raw_reads/15_0091/R2.fq.gz	Ruth Bryant
Adams et al., in press	15.0094	15_0094	2015/05/18	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Altigo	Infected Leaf	Flag Leaf	Yellow Rust	Unpublished	Altigo	Infected Leaf	Flag Leaf	Yellow Rust	Louville	France	10	None	raw_reads/15_0094/R1.fq.gz	raw_reads/15_0094/R2.fq.gz	Ruth Bryant
Adams et al., in press	15.0096	15_0096	2015/05/18	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	RGT Castelno	Infected Leaf	Flag Leaf	Yellow Rust	Unpublished	RGT Castelno	Infected Leaf	Flag Leaf	Yellow Rust	Louville	France	15	None	raw_reads/15_0096/R1.fq.gz	raw_reads/15_0096/R2.fq.gz	Ruth Bryant
Adams et al., in press	15.0097	15_0097	2015/05/18	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Ethic	Infected Leaf	Flag Leaf	Yellow Rust	Unpublished	Ethic	Infected Leaf	Flag Leaf	Yellow Rust	Louville	France	10	None	raw_reads/15_0097/R1.fq.gz	raw_reads/15_0097/R2.fq.gz	Ruth Bryant
Adams et al., in press	15.0166	15_0166	2015/05/20	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Gordian	Infected Leaf	Unknown	Yellow Rust	Unpublished	Gordian	Infected Leaf	Unknown	Yellow Rust	Branisovice	Czechia	5	Unknown	raw_reads/15_0166/R1.fq.gz	raw_reads/15_0166/R2.fq.gz	Jan Paner
Adams et al., in press	15.0167	15_0167	2015/05/20	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	RGT Matahari	Infected Leaf	Unknown	Yellow Rust	Unpublished	RGT Matahari	Infected Leaf	Unknown	Yellow Rust	Branisovice	Czechia	25	Unknown	raw_reads/15_0167/R1.fq.gz	raw_reads/15_0167/R2.fq.gz	Jan Paner
Adams et al., in press	15.0168	15_0168	2015/05/20	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Bohemia	Infected Leaf	Unknown	Yellow Rust	Unpublished	Bohemia	Infected Leaf	Unknown	Yellow Rust	Branisovice	Czechia	15	Unknown	raw_reads/15_0168/R1.fq.gz	raw_reads/15_0168/R2.fq.gz	Jan Paner
Adams et al., in press	15.0169	15_0169	2015/05/20	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Brokat	Infected Leaf	Unknown	Yellow Rust	Unpublished	Brokat	Infected Leaf	Unknown	Yellow Rust	Branisovice	Czechia	90	Unknown	raw_reads/15_0169/R1.fq.gz	raw_reads/15_0169/R2.fq.gz	Jan Paner
Adams et al., in press	15.0170	15_0170	2015/05/20	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Turandot	Infected Leaf	Unknown	Yellow Rust	Unpublished	Turandot	Infected Leaf	Unknown	Yellow Rust	Branisovice	Czechia	15	Unknown	raw_reads/15_0170/R1.fq.gz	raw_reads/15_0170/R2.fq.gz	Jan Paner
Adams et al., in press	16.0037	16_0037	2016/04/14	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum durum	Unknown	Infected Leaf	Last Leaf	Yellow Rust	Unpublished	Unknown (Durum Wheat)	Infected Leaf	Last Leaf	Yellow Rust	Montbartier	France	60	Unknown	raw_reads/16_0037/R1.fq.gz	raw_reads/16_0037/R2.fq.gz	Maxion Chapus
Adams et al., in press	16.0038	16_0038	2016/04/14	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum durum	Unknown	Infected Leaf	Last Leaf	Yellow Rust	Unpublished	Unknown (Durum Wheat)	Infected Leaf	Last Leaf	Yellow Rust	Montbartier	France	60	Unknown	raw_reads/16_0038/R1.fq.gz	raw_reads/16_0038/R2.fq.gz	Maxion Chapus
Adams et al., in press	16.0202	16_0202	2016/06/17	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Cassius	Infected Leaf	Anthesis	Yellow Rust	Unpublished	Cassius	Infected Leaf	Anthesis	Yellow Rust	Ickleton	UK	5	None	raw_reads/16_0202/R1.fq.gz	raw_reads/16_0202/R2.fq.gz	Ruth Bryant
Adams et al., in press	16.0203	16_0203	2016/06/17	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Vector	Infected Leaf	Anthesis	Yellow Rust	Unpublished	Vector	Infected Leaf	Anthesis	Yellow Rust	Ickleton	UK	10	None	raw_reads/16_0203/R1.fq.gz	raw_reads/16_0203/R2.fq.gz	Ruth Bryant
Adams et al., in press	16.0205	16_0205	2016/06/17	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Deben	Infected Leaf	Anthesis	Yellow Rust	Unpublished	Deben	Infected Leaf	Anthesis	Yellow Rust	Ickleton	UK	5	None	raw_reads/16_0205/R1.fq.gz	raw_reads/16_0205/R2.fq.gz	Ruth Bryant
Adams et al., in press	16.0208	16_0208	2016/06/17	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Claire	Infected Leaf	Anthesis	Yellow Rust	Unpublished	Claire	Infected Leaf	Anthesis	Yellow Rust	Ickleton	UK	30	None	raw_reads/16_0208/R1.fq.gz	raw_reads/16_0208/R2.fq.gz	Ruth Bryant
Adams et al., in press	16.0209	16_0209	2016/06/17	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Skyfall	Infected Leaf	Anthesis	Yellow Rust	Unpublished	Skyfall	Infected Leaf	Anthesis	Yellow Rust	Ickleton	UK	5	None	raw_reads/16_0209/R1.fq.gz	raw_reads/16_0209/R2.fq.gz	Ruth Bryant
Adams et al., in press	16.0210	16_0210	2016/06/17	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Reflection	Infected Leaf	Anthesis	Yellow Rust	Unpublished	Reflection	Infected Leaf	Anthesis	Yellow Rust	Ickleton	UK	70	None	raw_reads/16_0210/R1.fq.gz	raw_reads/16_0210/R2.fq.gz	Ruth Bryant
Adams et al., in press	16.0211	16_0211	2016/06/17	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Alchemy	Infected Leaf	Anthesis	Yellow Rust	Unpublished	Alchemy	Infected Leaf	Anthesis	Yellow Rust	Ickleton	UK	5	None	raw_reads/16_0211/R1.fq.gz	raw_reads/16_0211/R2.fq.gz	Ruth Bryant
Adams et al., in press	16.0212	16_0212	2016/06/17	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Scout	Infected Leaf	Anthesis	Yellow Rust	Unpublished	Scout	Infected Leaf	Anthesis	Yellow Rust	Ickleton	UK	10	None	raw_reads/16_0212/R1.fq.gz	raw_reads/16_0212/R2.fq.gz	Ruth Bryant
Adams et al., in press	16.0214	16_0214	2016/06/17	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Britannia	Infected Leaf	Unknown	Yellow Rust	Unpublished	Britannia	Infected Leaf	Unknown	Yellow Rust	Ickleton	UK	Unknown	None	raw_reads/16_0214/R1.fq.gz	raw_reads/16_0214/R2.fq.gz	Ruth Bryant
Adams et al., in press	16.0224	16_0224	2016/06/22	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Anthesis	Yellow Rust	Unpublished	Unknown	Infected Leaf	Anthesis	Yellow Rust	Olomouc	Czechia	5	None	raw_reads/16_0224/R1.fq.gz	raw_reads/16_0224/R2.fq.gz	Ruth Bryant
Adams et al., in press	16.0225	16_0225	2016/06/22	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	JB Asano	Infected Leaf	Anthesis	Yellow Rust	Unpublished	JB Asano	Infected Leaf	Anthesis	Yellow Rust	Olomouc	Czechia	5	None	raw_reads/16_0225/R1.fq.gz	raw_reads/16_0225/R2.fq.gz	Ruth Bryant
Adams et al., in press	16.0226	16_0226	2016/06/22	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Vanessa	Infected Leaf	Anthesis	Yellow Rust	Unpublished	Vanessa	Infected Leaf	Anthesis	Yellow Rust	Olomouc	Czechia	5	None	raw_reads/16_0226/R1.fq.gz	raw_reads/16_0226/R2.fq.gz	Ruth Bryant
Adams et al., in press	16.0228	16_0228	2016/06/28	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Rubisko	Infected Leaf	Anthesis	Yellow Rust	Unpublished	Rubisko	Infected Leaf	Anthesis	Yellow Rust	Silstedt	Germany	20	None	raw_reads/16_0228/R1.fq.gz	raw_reads/16_0228/R2.fq.gz	Ruth Bryant
Adams et al., in press	16.0229	16_0229	2016/06/28	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	RGT Reform	Infected Leaf	Anthesis	Yellow Rust	Unpublished	RGT Reform	Infected Leaf	Anthesis	Yellow Rust	Silstedt	Germany	15	None	raw_reads/16_0229/R1.fq.gz	raw_reads/16_0229/R2.fq.gz	Ruth Bryant
Adams et al., in press	16.0230	16_0230	2016/06/28	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Loft	Infected Leaf	Anthesis	Yellow Rust	Unpublished	KWS Loft	Infected Leaf	Anthesis	Yellow Rust	Silstedt	Germany	15	None	raw_reads/16_0230/R1.fq.gz	raw_reads/16_0230/R2.fq.gz	Ruth Bryant
Adams et al., in press	16.0231	16_0231	2016/06/28	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Skyfall	Infected Leaf	Anthesis	Yellow Rust	Unpublished	Skyfall	Infected Leaf	Anthesis	Yellow Rust	Silstedt	Germany	15	None	raw_reads/16_0231/R1.fq.gz	raw_reads/16_0231/R2.fq.gz	Ruth Bryant
Adams et al., in press	16.0459	16_0459	2016/06/08	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Scout	Infected Leaf	Unknown	Yellow Rust	Unpublished	Scout	Infected Leaf	Unknown	Yellow Rust	Stockbridge	UK	Unknown	Unknown	raw_reads/16_0459/R1.fq.gz	raw_reads/16_0459/R2.fq.gz	Ruth Bryant
Adams et al., in press	16.0492	16_0492	2016/06/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Cashel	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Cashel	Infected Leaf	Unknown	Yellow Rust	Ickleton	UK	Unknown	Unknown	raw_reads/16_0492/R1.fq.gz	raw_reads/16_0492/R2.fq.gz	Ruth Bryant
Adams et al., in press	17.0276	17_0276	2017/07/13	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Alchemy	Infected Leaf	Unknown	Yellow Rust	Unpublished	Alchemy	Infected Leaf	Unknown	Yellow Rust	Ickleton	UK	Unknown	Unknown	raw_reads/17_0276/R1.fq.gz	raw_reads/17_0276/R2.fq.gz	Ruth Bryant
Adams et al., in press	17.0277	17_0277	2017/07/13	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Warrior	Infected Leaf	Unknown	Yellow Rust	Unpublished	Warrior	Infected Leaf	Unknown	Yellow Rust	Ickleton	UK	Unknown	Unknown	raw_reads/17_0277/R1.fq.gz	raw_reads/17_0277/R2.fq.gz	Ruth Bryant
Adams et al., in press	17.0278	17_0278	2017/07/13	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Scout	Infected Leaf	Unknown	Yellow Rust	Unpublished	Scout	Infected Leaf	Unknown	Yellow Rust	Ickleton	UK	Unknown	Unknown	raw_reads/17_0278/R1.fq.gz	raw_reads/17_0278/R2.fq.gz	Ruth Bryant
Adams et al., in press	17.0279	17_0279	2017/07/13	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Britannia	Infected Leaf	Unknown	Yellow Rust	Unpublished	Britannia	Infected Leaf	Unknown	Yellow Rust	Ickleton	UK	Unknown	Unknown	raw_reads/17_0279/R1.fq.gz	raw_reads/17_0279/R2.fq.gz	Ruth Bryant
Adams et al., in press	17.0392	17_0392	2017/06/05	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Solstice	Infected Leaf	Unknown	Yellow Rust	Unpublished	Solstice	Infected Leaf	Unknown	Yellow Rust	Ickleton	UK	Unknown	Unknown	raw_reads/17_0392/R1.fq.gz	raw_reads/17_0392/R2.fq.gz	RAGT Seeds Ltd
Adams et al., in press	17.0393	17_0393	2017/06/05	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Spyder	Infected Leaf	Unknown	Yellow Rust	Unpublished	Spyder	Infected Leaf	Unknown	Yellow Rust	Ickleton	UK	Unknown	Unknown	raw_reads/17_0393/R1.fq.gz	raw_reads/17_0393/R2.fq.gz	RAGT Seeds Ltd
Adams et al., in press	17.0394	17_0394	2017/06/05	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Kranich	Infected Leaf	Unknown	Yellow Rust	Unpublished	Kranich	Infected Leaf	Unknown	Yellow Rust	Ickleton	UK	Unknown	Unknown	raw_reads/17_0394/R1.fq.gz	raw_reads/17_0394/R2.fq.gz	RAGT Seeds Ltd
Adams et al., in press	17.0395	17_0395	2017/06/22	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Bennington	Infected Leaf	Unknown	Yellow Rust	Unpublished	Bennington	Infected Leaf	Unknown	Yellow Rust	Carlow	Ireland	Unknown	Unknown	raw_reads/17_0395/R1.fq.gz	raw_reads/17_0395/R2.fq.gz	RAGT Seeds Ltd
Adams et al., in press	17.0396	17_0396	2017/06/22	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Fenway	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Fenway	Infected Leaf	Unknown	Yellow Rust	Carlow	Ireland	Unknown	Unknown	raw_reads/17_0396/R1.fq.gz	raw_reads/17_0396/R2.fq.gz	RAGT Seeds Ltd
Adams et al., in press	17.0397	17_0397	2017/07/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Santiago	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Santiago	Infected Leaf	Unknown	Yellow Rust	Silstedt	Germany	Unknown	Unknown	raw_reads/17_0397/R1.fq.gz	raw_reads/17_0397/R2.fq.gz	RAGT Seeds Ltd
Adams et al., in press	17.0398	17_0398	2017/07/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Meister	Infected Leaf	Unknown	Yellow Rust	Unpublished	Meister	Infected Leaf	Unknown	Yellow Rust	Silstedt	Germany	Unknown	Unknown	raw_reads/17_0398/R1.fq.gz	raw_reads/17_0398/R2.fq.gz	RAGT Seeds Ltd
Adams et al., in press	17.0399	17_0399	2017/07/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Rubisko	Infected Leaf	Unknown	Yellow Rust	Unpublished	Rubisko	Infected Leaf	Unknown	Yellow Rust	Silstedt	Germany	Unknown	Unknown	raw_reads/17_0399/R1.fq.gz	raw_reads/17_0399/R2.fq.gz	RAGT Seeds Ltd
Adams et al., in press	17.0400	17_0400	2017/07/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Skyfall	Infected Leaf	Unknown	Yellow Rust	Unpublished	Skyfall	Infected Leaf	Unknown	Yellow Rust	Silstedt	Germany	Unknown	Unknown	raw_reads/17_0400/R1.fq.gz	raw_reads/17_0400/R2.fq.gz	RAGT Seeds Ltd
Adams et al., in press	17.0401	17_0401	2017/07/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	RGT Reform	Infected Leaf	Unknown	Yellow Rust	Unpublished	RGT Reform	Infected Leaf	Unknown	Yellow Rust	Silstedt	Germany	Unknown	Unknown	raw_reads/17_0401/R1.fq.gz	raw_reads/17_0401/R2.fq.gz	RAGT Seeds Ltd
Adams et al., in press	17.0402	17_0402	2017/07/05	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Alchemy	Infected Leaf	Unknown	Yellow Rust	Unpublished	Alchemy	Infected Leaf	Unknown	Yellow Rust	Ickleton	UK	Unknown	Unknown	raw_reads/17_0402/R1.fq.gz	raw_reads/17_0402/R2.fq.gz	RAGT Seeds Ltd
Adams et al., in press	17.0403	17_0403	2017/07/05	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Scout	Infected Leaf	Unknown	Yellow Rust	Unpublished	Scout	Infected Leaf	Unknown	Yellow Rust	Ickleton	UK	Unknown	Unknown	raw_reads/17_0403/R1.fq.gz	raw_reads/17_0403/R2.fq.gz	RAGT Seeds Ltd
Adams et al., in press	17.0404	17_0404	2017/07/05	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Britannia	Infected Leaf	Unknown	Yellow Rust	Unpublished	Britannia	Infected Leaf	Unknown	Yellow Rust	Ickleton	UK	Unknown	Unknown	raw_reads/17_0404/R1.fq.gz	raw_reads/17_0404/R2.fq.gz	RAGT Seeds Ltd
Adams et al., in press	17.0405	17_0405	2017/07/05	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Kranich	Infected Leaf	Unknown	Yellow Rust	Unpublished	Kranich	Infected Leaf	Unknown	Yellow Rust	Ickleton	UK	Unknown	Unknown	raw_reads/17_0405/R1.fq.gz	raw_reads/17_0405/R2.fq.gz	RAGT Seeds Ltd
Adams et al., in press	17.0406	17_0406	2017/07/05	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Warrior	Infected Leaf	Unknown	Yellow Rust	Unpublished	Warrior	Infected Leaf	Unknown	Yellow Rust	Ickleton	UK	Unknown	Unknown	raw_reads/17_0406/R1.fq.gz	raw_reads/17_0406/R2.fq.gz	RAGT Seeds Ltd
Adams et al., in press	17.0407	17_0407	2017/07/05	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Solstice	Infected Leaf	Unknown	Yellow Rust	Unpublished	Solstice	Infected Leaf	Unknown	Yellow Rust	Ickleton	UK	Unknown	Unknown	raw_reads/17_0407/R1.fq.gz	raw_reads/17_0407/R2.fq.gz	RAGT Seeds Ltd
Adams et al., in press	18.0190	18_0190	2018/12/02	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Chillar	Argentina	Unknown	Unknown	raw_reads/18_0190/R1.fq.gz	raw_reads/18_0190/R2.fq.gz	Richard Summers
Adams et al., in press	18.0191	18_0191	2018/12/02	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	DM Algarrobo	Infected Leaf	Unknown	Yellow Rust	Unpublished	DM Algarrobo	Infected Leaf	Unknown	Yellow Rust	Chillar	Argentina	Unknown	Unknown	raw_reads/18_0191/R1.fq.gz	raw_reads/18_0191/R2.fq.gz	Richard Summers
Adams et al., in press	18.0192	18_0192	2018/12/02	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Chillar	Argentina	Unknown	Unknown	raw_reads/18_0192/R1.fq.gz	raw_reads/18_0192/R2.fq.gz	Richard Summers
Adams et al., in press	18.0193	18_0193	2018/12/02	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Chillar	Argentina	Unknown	Unknown	raw_reads/18_0193/R1.fq.gz	raw_reads/18_0193/R2.fq.gz	Richard Summers
Adams et al., in press	18.0194	18_0194	2018/12/02	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Buck Destello	Infected Leaf	Unknown	Yellow Rust	Unpublished	Buck Destello	Infected Leaf	Unknown	Yellow Rust	Chillar	Argentina	Unknown	Unknown	raw_reads/18_0194/R1.fq.gz	raw_reads/18_0194/R2.fq.gz	Richard Summers
Adams et al., in press	18.0195	18_0195	2018/12/02	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Klein Liebre	Infected Leaf	Unknown	Yellow Rust	Unpublished	Klein Liebre	Infected Leaf	Unknown	Yellow Rust	Chillar	Argentina	Unknown	Unknown	raw_reads/18_0195/R1.fq.gz	raw_reads/18_0195/R2.fq.gz	Richard Summers
Adams et al., in press	18.0197	18_0197	2018/12/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Balcarce	Argentina	Unknown	Unknown	raw_reads/18_0197/R1.fq.gz	raw_reads/18_0197/R2.fq.gz	Richard Summers
Adams et al., in press	18.0198	18_0198	2018/12/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Balcarce	Argentina	Unknown	Unknown	raw_reads/18_0198/R1.fq.gz	raw_reads/18_0198/R2.fq.gz	Richard Summers
Adams et al., in press	18.0199	18_0199	2018/12/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Lapacho	Infected Leaf	Unknown	Yellow Rust	Unpublished	Lapacho	Infected Leaf	Unknown	Yellow Rust	Balcarce	Argentina	Unknown	Unknown	raw_reads/18_0199/R1.fq.gz	raw_reads/18_0199/R2.fq.gz	Richard Summers
Adams et al., in press	18.0201	18_0201	2018/12/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Balcarce	Argentina	Unknown	Unknown	raw_reads/18_0201/R1.fq.gz	raw_reads/18_0201/R2.fq.gz	Richard Summers
Adams et al., in press	18.0202	18_0202	2018/12/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Klein Huracán	Infected Leaf	Unknown	Yellow Rust	Unpublished	Klein Huracán	Infected Leaf	Unknown	Yellow Rust	Chillar	Argentina	Unknown	Unknown	raw_reads/18_0202/R1.fq.gz	raw_reads/18_0202/R2.fq.gz	Richard Summers
Adams et al., in press	18.0203	18_0203	2018/12/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Lapacho	Infected Leaf	Unknown	Yellow Rust	Unpublished	Lapacho	Infected Leaf	Unknown	Yellow Rust	Chillar	Argentina	Unknown	Unknown	raw_reads/18_0203/R1.fq.gz	raw_reads/18_0203/R2.fq.gz	Richard Summers
Adams et al., in press	18.0204	18_0204	2018/12/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Klein Prometeo	Infected Leaf	Unknown	Yellow Rust	Unpublished	Klein Prometeo	Infected Leaf	Unknown	Yellow Rust	Chillar	Argentina	Unknown	Unknown	raw_reads/18_0204/R1.fq.gz	raw_reads/18_0204/R2.fq.gz	Richard Summers
