secondary_study_accession	Sample IDs	run_accession	Date Isolated	scientific_name	experiment_title	study_title	Host Species	Host Variety	Tissue	Age	Stress-disease	Manuscript	High level variety	High level tissue	High level age	High level stress-disease	location	country	Infection Percentage	Fungicide Treatment	left	right	Collector
Radhakrishnan et al., 2019	16.0771	16_0771	2016/10/18	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	GS 71-77	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	GS 71-77	Yellow Rust	Napier	South Africa	50-75	None	raw_reads/16_0771/R1.fq.gz	raw_reads/16_0771/R2.fq.gz	Driecus Lesch
Radhakrishnan et al., 2019	16.0774	16_0774	2016/12/05	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Hoggana	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/16_0774/R1.fq.gz	raw_reads/16_0774/R2.fq.gz	Ayele and Bekele
Radhakrishnan et al., 2019	16.0775	16_0775	2016/12/05	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Digalu	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Digalu	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/16_0775/R1.fq.gz	raw_reads/16_0775/R2.fq.gz	Ayele and Bekele
Radhakrishnan et al., 2019	16.0776	16_0776	2016/12/05	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Millenium	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Millenium	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/16_0776/R1.fq.gz	raw_reads/16_0776/R2.fq.gz	Ayele and Bekele
Radhakrishnan et al., 2019	16.0779	16_0779	2016/12/05	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	SPPSN#15	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	SPPSN#15	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/16_0779/R1.fq.gz	raw_reads/16_0779/R2.fq.gz	Ayele and Bekele
Radhakrishnan et al., 2019	16.0783	16_0783	2016/11/26	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Nanhu Zhuanglang Pingliang	China	Unknown	Unknown	raw_reads/16_0783/R1.fq.gz	raw_reads/16_0783/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0786	16_0786	2016/11/26	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Nanhu Zhuanglang Pingliang	China	Unknown	Unknown	raw_reads/16_0786/R1.fq.gz	raw_reads/16_0786/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0789	16_0789	2016/11/27	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Pingnan Qinzhou Tianshui	China	Unknown	Unknown	raw_reads/16_0789/R1.fq.gz	raw_reads/16_0789/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0794	16_0794	2016/11/27	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Pingnan Qinzhou Tianshui	China	Unknown	Unknown	raw_reads/16_0794/R1.fq.gz	raw_reads/16_0794/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0796	16_0796	2016/11/28	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Jinshan Gangu Tianshui	China	Unknown	Unknown	raw_reads/16_0796/R1.fq.gz	raw_reads/16_0796/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0804	16_0804	2016/11/28	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Jinshan Gangu Tianshui	China	Unknown	Unknown	raw_reads/16_0804/R1.fq.gz	raw_reads/16_0804/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0883	16_0883	2016/08/25	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Madda Walabu	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Madda Walabu	Infected Leaf	Unknown	Yellow Rust	Arsi Robe	Ethiopia	Unknown	Unknown	raw_reads/16_0883/R1.fq.gz	raw_reads/16_0883/R2.fq.gz	Marco Martelli
Radhakrishnan et al., 2019	17.0189	17_0189	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0189/R1.fq.gz	raw_reads/17_0189/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0190	17_0190	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0190/R1.fq.gz	raw_reads/17_0190/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0191	17_0191	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0191/R1.fq.gz	raw_reads/17_0191/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0192	17_0192	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0192/R1.fq.gz	raw_reads/17_0192/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0193	17_0193	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0193/R1.fq.gz	raw_reads/17_0193/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0194	17_0194	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0194/R1.fq.gz	raw_reads/17_0194/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0197	17_0197	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0197/R1.fq.gz	raw_reads/17_0197/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0203	17_0203	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0203/R1.fq.gz	raw_reads/17_0203/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0204	17_0204	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0204/R1.fq.gz	raw_reads/17_0204/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0207	17_0207	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0207/R1.fq.gz	raw_reads/17_0207/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0208	17_0208	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	China	China	Unknown	Unknown	raw_reads/17_0208/R1.fq.gz	raw_reads/17_0208/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0286	17_0286	2017	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	UK	UK	Unknown	Unknown	raw_reads/17_0286/R1.fq.gz	raw_reads/17_0286/R2.fq.gz	NIAB
Radhakrishnan et al., 2019	17.0489	17_0489	2017/08/29	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Hoggana	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Hoggana	Infected Leaf	Unknown	Yellow Rust	Assasa	Ethiopia	Unknown	Unknown	raw_reads/17_0489/R1.fq.gz	raw_reads/17_0489/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0490	17_0490	2017/08/29	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	PBW343	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	PBW343	Infected Leaf	Unknown	Yellow Rust	Assasa	Ethiopia	Unknown	Unknown	raw_reads/17_0490/R1.fq.gz	raw_reads/17_0490/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0491	17_0491	2017/09/06	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Dure	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Dure	Infected Leaf	Unknown	Yellow Rust	Kulumsa	Ethiopia	Unknown	Unknown	raw_reads/17_0491/R1.fq.gz	raw_reads/17_0491/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0492	17_0492	2017/09/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Kingbird	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Kingbird	Infected Leaf	Unknown	Yellow Rust	Meraro	Ethiopia	Unknown	Unknown	raw_reads/17_0492/R1.fq.gz	raw_reads/17_0492/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0493	17_0493	2017/09/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Enkoy	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Enkoy	Infected Leaf	Unknown	Yellow Rust	Meraro	Ethiopia	Unknown	Unknown	raw_reads/17_0493/R1.fq.gz	raw_reads/17_0493/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0494	17_0494	2017/09/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Kubsa	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Kubsa	Infected Leaf	Unknown	Yellow Rust	Bekoji	Ethiopia	Unknown	Unknown	raw_reads/17_0494/R1.fq.gz	raw_reads/17_0494/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0495	17_0495	2017/09/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Pavon-F-76	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Pavon-F-76	Infected Leaf	Unknown	Yellow Rust	Meraro	Ethiopia	Unknown	Unknown	raw_reads/17_0495/R1.fq.gz	raw_reads/17_0495/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0496	17_0496	2017/09/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Meraro	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Meraro	Infected Leaf	Unknown	Yellow Rust	Meraro	Ethiopia	Unknown	Unknown	raw_reads/17_0496/R1.fq.gz	raw_reads/17_0496/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0497	17_0497	2017/09/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	ET13 A2	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	ET13 A2	Infected Leaf	Unknown	Yellow Rust	Meraro	Ethiopia	Unknown	Unknown	raw_reads/17_0497/R1.fq.gz	raw_reads/17_0497/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0498	17_0498	2017/09/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Madda Walabu	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Madda Walabu	Infected Leaf	Unknown	Yellow Rust	Bekoji	Ethiopia	Unknown	Unknown	raw_reads/17_0498/R1.fq.gz	raw_reads/17_0498/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0499	17_0499	2017/09/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Huluka	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Huluka	Infected Leaf	Unknown	Yellow Rust	Meraro	Ethiopia	Unknown	Unknown	raw_reads/17_0499/R1.fq.gz	raw_reads/17_0499/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0500	17_0500	2017/10/11	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Dandaa	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Dandaa	Infected Leaf	Unknown	Yellow Rust	Hadya Lemo Dicho Demala	Ethiopia	Unknown	Unknown	raw_reads/17_0500/R1.fq.gz	raw_reads/17_0500/R2.fq.gz	David, gebre and yoseph
Radhakrishnan et al., 2019	17.0501	17_0501	2017/10/11	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Silt'e	Ethiopia	Unknown	Unknown	raw_reads/17_0501/R1.fq.gz	raw_reads/17_0501/R2.fq.gz	David, gebre and yoseph
Radhakrishnan et al., 2019	17.0503	17_0503	2017/10/11	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Digalu	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Digalu	Infected Leaf	Unknown	Yellow Rust	Weliso Kora	Ethiopia	Unknown	Unknown	raw_reads/17_0503/R1.fq.gz	raw_reads/17_0503/R2.fq.gz	David, gebre and yoseph
Radhakrishnan et al., 2019	17.0510	17_0510	2017/10/12	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Ogolcho	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Ogolcho	Infected Leaf	Unknown	Yellow Rust	Shinshihco	Ethiopia	Unknown	Unknown	raw_reads/17_0510/R1.fq.gz	raw_reads/17_0510/R2.fq.gz	David, gebre and yoseph
Radhakrishnan et al., 2019	17.0511	17_0511	2017/10/12	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Kakaba	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Kakaba	Infected Leaf	Unknown	Yellow Rust	Danbora Amancho Boganeos	Ethiopia	Unknown	Unknown	raw_reads/17_0511/R1.fq.gz	raw_reads/17_0511/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0515	17_0515	2017/10/13	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Silti Wereda Danicho Azoro	Ethiopia	Unknown	Unknown	raw_reads/17_0515/R1.fq.gz	raw_reads/17_0515/R2.fq.gz	David, gebre and yoseph
Radhakrishnan et al., 2019	17.0518	17_0518	2017/10/13	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Digalu	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Digalu	Infected Leaf	Unknown	Yellow Rust	Tiya	Ethiopia	Unknown	Unknown	raw_reads/17_0518/R1.fq.gz	raw_reads/17_0518/R2.fq.gz	David, gebre and yoseph
Radhakrishnan et al., 2019	17.0519	17_0519	2017/10/13	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Wilting Woreda	Ethiopia	Unknown	Unknown	raw_reads/17_0519/R1.fq.gz	raw_reads/17_0519/R2.fq.gz	David, gebre and yoseph
Radhakrishnan et al., 2019	17.0520	17_0520	2017/10/15	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Bolo	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Bolo	Infected Leaf	Unknown	Yellow Rust	Arsi Robe	Ethiopia	Unknown	Unknown	raw_reads/17_0520/R1.fq.gz	raw_reads/17_0520/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0521	17_0521	2017/10/15	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	KBG-01	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	KBG-01	Infected Leaf	Unknown	Yellow Rust	Arsi Robe	Ethiopia	Unknown	Unknown	raw_reads/17_0521/R1.fq.gz	raw_reads/17_0521/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0523	17_0523	2017/10/15	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Kubsa	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Kubsa	Infected Leaf	Unknown	Yellow Rust	Bilalo	Ethiopia	Unknown	Unknown	raw_reads/17_0523/R1.fq.gz	raw_reads/17_0523/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0525	17_0525	2017/10/17	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	ET13 A3	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	ET13 A3	Infected Leaf	Unknown	Yellow Rust	Aleltu Fiche Gelila	Ethiopia	Unknown	Unknown	raw_reads/17_0525/R1.fq.gz	raw_reads/17_0525/R2.fq.gz	Fikirte, tsega and yoseph
Radhakrishnan et al., 2019	17.0528	17_0528	2017/10/17	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Dandaa	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Dandaa	Infected Leaf	Unknown	Yellow Rust	Aleltu Chole Shenkole	Ethiopia	Unknown	Unknown	raw_reads/17_0528/R1.fq.gz	raw_reads/17_0528/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0532	17_0532	2017/10/18	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Hidase	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Hidase	Infected Leaf	Unknown	Yellow Rust	Ch'aso	Ethiopia	Unknown	Unknown	raw_reads/17_0532/R1.fq.gz	raw_reads/17_0532/R2.fq.gz	Fikirte, tsega and yoseph
Radhakrishnan et al., 2019	17.0548	17_0548	2017/10/23	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Lay Gayint 08 Wuha Midir	Ethiopia	Unknown	Unknown	raw_reads/17_0548/R1.fq.gz	raw_reads/17_0548/R2.fq.gz	Fikirte, tsega and yoseph
Radhakrishnan et al., 2019	17.0549	17_0549	2017/10/23	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticale	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Lay Gayint Kebele 07	Ethiopia	Unknown	Unknown	raw_reads/17_0549/R1.fq.gz	raw_reads/17_0549/R2.fq.gz	Fikirte, Tsega-ab and yoseph
Radhakrishnan et al., 2019	17.0553	17_0553	2017/10/24	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Digalu	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Digalu	Infected Leaf	Unknown	Yellow Rust	Absila	Ethiopia	Unknown	Unknown	raw_reads/17_0553/R1.fq.gz	raw_reads/17_0553/R2.fq.gz	Fikirte, Tsega-ab and yoseph
Radhakrishnan et al., 2019	17.0557	17_0557	2017/10/25	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Dashen	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Dashen	Infected Leaf	Unknown	Yellow Rust	Kuyu Liben Kura	Ethiopia	Unknown	Unknown	raw_reads/17_0557/R1.fq.gz	raw_reads/17_0557/R2.fq.gz	Fikirte, Tsega-ab and yoseph
Radhakrishnan et al., 2019	17.05585	17_05585	2017/10/26	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Millenium	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Millenium	Infected Leaf	Unknown	Yellow Rust	Arsi Robe	Ethiopia	Unknown	Unknown	raw_reads/17_05585/R1.fq.gz	raw_reads/17_05585/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0559	17_0559	2017/11/08	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Madda Walabu	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Madda Walabu	Infected Leaf	Unknown	Yellow Rust	Dinsho Abakera Zalo	Ethiopia	Unknown	Unknown	raw_reads/17_0559/R1.fq.gz	raw_reads/17_0559/R2.fq.gz	David, Ayele and Yoseph
Radhakrishnan et al., 2019	17.0562	17_0562	2017/11/08	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum dicoccon	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Sinana Kabira Shaya	Ethiopia	Unknown	Unknown	raw_reads/17_0562/R1.fq.gz	raw_reads/17_0562/R2.fq.gz	David, Ayele and Yoseph
Radhakrishnan et al., 2019	17.0563	17_0563	2017/11/08	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Sofumer	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Sofumer	Infected Leaf	Unknown	Yellow Rust	Sinana Kabira	Ethiopia	Unknown	Unknown	raw_reads/17_0563/R1.fq.gz	raw_reads/17_0563/R2.fq.gz	David, Ayele and Yoseph
Radhakrishnan et al., 2019	17.0564	17_0564	2017/11/09	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Sofumer	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Sofumer	Infected Leaf	Unknown	Yellow Rust	Sinana Kabira	Ethiopia	Unknown	Unknown	raw_reads/17_0564/R1.fq.gz	raw_reads/17_0564/R2.fq.gz	David, Ayele and Yoseph
